item,itemLabel,orcid
https://portal.mardi4nfdi.de/entity/Q72848,Carsten Oliver Schmidt,0000-0001-5266-9396
https://portal.mardi4nfdi.de/entity/Q72848,Carsten Oliver Schmidt,0000-0001-5266-9396
https://portal.mardi4nfdi.de/entity/Q72849,Stephan Struckmann,0000-0002-8565-7962
https://portal.mardi4nfdi.de/entity/Q72866,Wouter Saelens,0000-0002-7114-6248
https://portal.mardi4nfdi.de/entity/Q72870,Helena Todorov,0000-0002-1594-8609
https://portal.mardi4nfdi.de/entity/Q72872,Yvan Saeys,0000-0002-0415-1506
https://portal.mardi4nfdi.de/entity/Q72894,Peter T Rühr,0000-0003-2776-6172
https://portal.mardi4nfdi.de/entity/Q72901,Graeme Diack,0000-0003-1023-4700
https://portal.mardi4nfdi.de/entity/Q72941,Stefan Peidli,0000-0002-4257-8690
https://portal.mardi4nfdi.de/entity/Q72943,Tessa D. Green,0000-0002-6075-2058
https://portal.mardi4nfdi.de/entity/Q72944,Ciyue Shen,0000-0002-5416-2481
https://portal.mardi4nfdi.de/entity/Q72946,Joseph Min,0000-0002-2781-7390
https://portal.mardi4nfdi.de/entity/Q72956,Debora Marks,0000-0001-9388-2281
https://portal.mardi4nfdi.de/entity/Q72956,Debora Marks,0000-0001-9388-2281
https://portal.mardi4nfdi.de/entity/Q72958,Nils Blüthgen,0000-0002-0171-7447
https://portal.mardi4nfdi.de/entity/Q72958,Nils Blüthgen,0000-0002-0171-7447
https://portal.mardi4nfdi.de/entity/Q72964,Chris Sander,0000-0001-6059-6270
https://portal.mardi4nfdi.de/entity/Q72964,Chris Sander,0000-0001-6059-6270
https://portal.mardi4nfdi.de/entity/Q72988,Mathieu Boudreault,0000-0001-9316-6867
https://portal.mardi4nfdi.de/entity/Q72991,Jean-François Bégin,0000-0002-6519-2440
https://portal.mardi4nfdi.de/entity/Q73002,John Helveston,0000-0002-2657-9191
https://portal.mardi4nfdi.de/entity/Q73014,Francesco Bartolucci,0000-0001-7057-1421
https://portal.mardi4nfdi.de/entity/Q73032,Grant McDermott,0000-0001-7883-8573
https://portal.mardi4nfdi.de/entity/Q73084,Alexandre Jacquemain,0000-0001-9349-780X
https://portal.mardi4nfdi.de/entity/Q73093,Alexander Robitzsch,0000-0002-8226-3132
https://portal.mardi4nfdi.de/entity/Q73112,Sean McGrath,0000-0002-7281-3516
https://portal.mardi4nfdi.de/entity/Q73114,Stephan Katzenschlager,0000-0003-4977-7999
https://portal.mardi4nfdi.de/entity/Q73115,Omer Ozturk,0000-0002-0235-4772
https://portal.mardi4nfdi.de/entity/Q73117,Andrea Benedetti,0000-0002-8314-9497
https://portal.mardi4nfdi.de/entity/Q73128,Hojoon Sohn,0000-0001-5837-3844
https://portal.mardi4nfdi.de/entity/Q73130,Sean McGrath,0000-0002-7281-3516
https://portal.mardi4nfdi.de/entity/Q73230,Alexandra J Zimmer,0000-0002-6047-0923
https://portal.mardi4nfdi.de/entity/Q73235,James Carpenter,0000-0003-3890-6206
https://portal.mardi4nfdi.de/entity/Q73283,Jiří Dvořák,0000-0003-3290-8518
https://portal.mardi4nfdi.de/entity/Q73285,Jonatan A. González,0000-0002-2296-5271
https://portal.mardi4nfdi.de/entity/Q73302,Yannick Marcon,0000-0003-0138-2023
https://portal.mardi4nfdi.de/entity/Q73304,Mihai Constantin,0000-0002-6460-0107
https://portal.mardi4nfdi.de/entity/Q73312,Saint-Clair Chabert-Liddell,0000-0001-5604-7308
https://portal.mardi4nfdi.de/entity/Q73355,Milan Wiedemann,0000-0003-1991-282X
https://portal.mardi4nfdi.de/entity/Q73356,Graham R Thew,0000-0003-2851-1315
https://portal.mardi4nfdi.de/entity/Q73363,Yi Xiong,0000-0002-4370-9824
https://portal.mardi4nfdi.de/entity/Q73364,Longfei Zhao,0000-0002-6277-0137
https://portal.mardi4nfdi.de/entity/Q73365,Kai Gu,0000-0002-0177-0774
https://portal.mardi4nfdi.de/entity/Q73383,Sebastien Plutniak,0000-0002-6674-3806
https://portal.mardi4nfdi.de/entity/Q73390,Adam C. Smith,0000-0002-2829-4843
https://portal.mardi4nfdi.de/entity/Q73414,Giulia Bertagnolli,0000-0001-8637-0632
https://portal.mardi4nfdi.de/entity/Q73417,Manlio De Domenico,0000-0001-5158-8594
https://portal.mardi4nfdi.de/entity/Q73417,Manlio De Domenico,0000-0001-5158-8594
https://portal.mardi4nfdi.de/entity/Q73432,Ariel Chernomoretz,0000-0003-2675-353X
https://portal.mardi4nfdi.de/entity/Q73463,Jessica G. Young,0000-0002-2758-6932
https://portal.mardi4nfdi.de/entity/Q73473,Florian Erhard,0000-0002-3574-6983
https://portal.mardi4nfdi.de/entity/Q73508,Berding Florian,0000-0002-3593-1695
https://portal.mardi4nfdi.de/entity/Q73521,Ingmar Böschen,0000-0003-1159-3991
https://portal.mardi4nfdi.de/entity/Q73529,Robert Nuske,0000-0001-9773-2061
https://portal.mardi4nfdi.de/entity/Q73552,Kevin Gross,0000-0001-5612-7519
https://portal.mardi4nfdi.de/entity/Q73568,Marianne Sandin,0000-0001-6186-963X
https://portal.mardi4nfdi.de/entity/Q73570,Jamey Guess,0000-0002-4017-0923
https://portal.mardi4nfdi.de/entity/Q73574,Boxi Zhang,0000-0001-7758-6204
https://portal.mardi4nfdi.de/entity/Q73577,Klev Diamanti,0000-0002-4922-8415
https://portal.mardi4nfdi.de/entity/Q73596,Aude Ratier,0000-0001-8893-1587
https://portal.mardi4nfdi.de/entity/Q73618,Roman Minguez,0000-0002-0490-3181
https://portal.mardi4nfdi.de/entity/Q89176,Tomáš Mrkvička,0000-0003-1613-2780
https://portal.mardi4nfdi.de/entity/Q138605,François Rousset,0000-0003-4670-0371
https://portal.mardi4nfdi.de/entity/Q58463,Jonathan L. Templin,0000-0001-7616-0973
https://portal.mardi4nfdi.de/entity/Q132068,Bernie Gray,0000-0001-9190-6032
https://portal.mardi4nfdi.de/entity/Q132003,Daijiang Li,0000-0002-0925-3421
https://portal.mardi4nfdi.de/entity/Q132020,Carlos Trucíos,0000-0001-8746-8877
https://portal.mardi4nfdi.de/entity/Q133263,Edward Visel,0000-0002-2811-6254
https://portal.mardi4nfdi.de/entity/Q131883,Isabel Blasco-Costa,0000-0002-5001-5986
https://portal.mardi4nfdi.de/entity/Q131883,Isabel Blasco-Costa,0000-0002-5001-5986
https://portal.mardi4nfdi.de/entity/Q131884,Volodimir Saraveeb,0000-0003-4724-3141
https://portal.mardi4nfdi.de/entity/Q131978,Arnab Kumar Maity,0000-0002-6692-0155
https://portal.mardi4nfdi.de/entity/Q131998,Patrick Bogaart,0000-0002-8612-1289
https://portal.mardi4nfdi.de/entity/Q132021,Luiz K Hotta,0000-0002-1005-602X
https://portal.mardi4nfdi.de/entity/Q132024,Esther Ruiz Ortega,0000-0002-5944-9449
https://portal.mardi4nfdi.de/entity/Q132061,Anne Le Maître,0000-0003-2690-7367
https://portal.mardi4nfdi.de/entity/Q132086,Nema Dean,0000-0002-5080-2517
https://portal.mardi4nfdi.de/entity/Q132120,John Zobolas,0000-0002-3609-8674
https://portal.mardi4nfdi.de/entity/Q132152,Karen R. Ryberg,0000-0002-9834-2046
https://portal.mardi4nfdi.de/entity/Q132156,Benjamin York,0000-0002-3449-3574
https://portal.mardi4nfdi.de/entity/Q132223,Mario Angst,0000-0002-8297-9827
https://portal.mardi4nfdi.de/entity/Q132224,Tim Seppelt,0000-0002-6447-0568
https://portal.mardi4nfdi.de/entity/Q132234,Dun Jack Fu,0000-0003-2852-6912
https://portal.mardi4nfdi.de/entity/Q132237,Livia Faes,0000-0002-4159-3960
https://portal.mardi4nfdi.de/entity/Q132239,Siegfried K. Wagner,0000-0003-4915-4353
https://portal.mardi4nfdi.de/entity/Q132240,Gabriella Moraes,0000-0003-3358-5861
https://portal.mardi4nfdi.de/entity/Q132242,Christoph Kern,0000-0002-9699-9255
https://portal.mardi4nfdi.de/entity/Q132244,Konstantinos Balaskas,0000-0002-7690-6277
https://portal.mardi4nfdi.de/entity/Q132245,Dawn A. Sim,0000-0002-6363-7805
https://portal.mardi4nfdi.de/entity/Q132248,Pearse A. Keane,0000-0002-9239-745X
https://portal.mardi4nfdi.de/entity/Q132257,Hagar Khalid,0000-0002-5311-4015
https://portal.mardi4nfdi.de/entity/Q132259,Edward Korot,0000-0002-5687-1564
https://portal.mardi4nfdi.de/entity/Q132260,Daniel Ferraz,0000-0002-0259-432X
https://portal.mardi4nfdi.de/entity/Q132263,Christopher Kelly,0000-0002-1246-844X
https://portal.mardi4nfdi.de/entity/Q132263,Christopher Kelly,0000-0002-1246-844X
https://portal.mardi4nfdi.de/entity/Q132265,Terry Spitz,0000-0002-9791-3767
https://portal.mardi4nfdi.de/entity/Q132266,Tiarnan D.L. Keenan,0000-0002-2253-1772
https://portal.mardi4nfdi.de/entity/Q132267,Reena Chopra,0000-0002-4264-8329
https://portal.mardi4nfdi.de/entity/Q132270,Katrin Fasler,0000-0002-0348-961X
https://portal.mardi4nfdi.de/entity/Q132280,Cristina Arpa,0000-0001-9299-0061
https://portal.mardi4nfdi.de/entity/Q132299,Thomas J Prior,0000-0001-5220-7730
https://portal.mardi4nfdi.de/entity/Q132341,Massimiliano Pastore,0000-0002-7922-6365
https://portal.mardi4nfdi.de/entity/Q132342,Anna Vesely,0000-0001-6696-2390
https://portal.mardi4nfdi.de/entity/Q132344,Enrico Toffalini,0000-0002-1404-5133
https://portal.mardi4nfdi.de/entity/Q132346,Giulia Bertoldo,0000-0002-6960-3980
https://portal.mardi4nfdi.de/entity/Q132348,Gianmarco Altoè,0000-0003-1154-9528
https://portal.mardi4nfdi.de/entity/Q132380,Matthew E. Baker,0000-0001-5069-0204
https://portal.mardi4nfdi.de/entity/Q132381,Ryan S. King,0000-0002-3159-9816
https://portal.mardi4nfdi.de/entity/Q132383,Joachim Gassen,0000-0003-4364-2911
https://portal.mardi4nfdi.de/entity/Q132383,Joachim Gassen,0000-0003-4364-2911
https://portal.mardi4nfdi.de/entity/Q132395,Daniel Zuleta,0000-0001-9832-6188
https://portal.mardi4nfdi.de/entity/Q132414,Jesse Piburn,0000-0003-4967-7912
https://portal.mardi4nfdi.de/entity/Q132459,Carlos Fernández-Peruchena,0000-0003-4801-4375
https://portal.mardi4nfdi.de/entity/Q132462,Jesus Polo,0000-0003-2431-2773
https://portal.mardi4nfdi.de/entity/Q132483,Frederick Boehm,0000-0002-1644-5931
https://portal.mardi4nfdi.de/entity/Q132506,Lauren M. Hallett,0000-0002-0718-0257
https://portal.mardi4nfdi.de/entity/Q132508,Meghan L. Avolio,0000-0002-2649-9159
https://portal.mardi4nfdi.de/entity/Q132509,Ian T Carroll,0000-0002-3616-810X
https://portal.mardi4nfdi.de/entity/Q132511,A. Andrew M. Macdonald,0000-0003-1162-169X
https://portal.mardi4nfdi.de/entity/Q132512,Dan F.B. Flynn,0000-0002-2978-5257
https://portal.mardi4nfdi.de/entity/Q132514,Julie Ripplinger,0000-0002-2771-6637
https://portal.mardi4nfdi.de/entity/Q132517,Scott L. Collins,0000-0002-0193-2892
https://portal.mardi4nfdi.de/entity/Q132520,Corinna Gries,0000-0002-9091-6543
https://portal.mardi4nfdi.de/entity/Q132527,Forest Isbell,0000-0001-9689-769X
https://portal.mardi4nfdi.de/entity/Q132529,Sally E. Koerner,0000-0001-6403-7513
https://portal.mardi4nfdi.de/entity/Q132536,Kimberly La Pierre,0000-0001-7056-4547
https://portal.mardi4nfdi.de/entity/Q132538,Kevin R Wilcox,0000-0001-6829-1148
https://portal.mardi4nfdi.de/entity/Q132554,David Westergaard,0000-0003-0128-8432
https://portal.mardi4nfdi.de/entity/Q132601,Mark Myatt,0000-0003-1119-1474
https://portal.mardi4nfdi.de/entity/Q132617,Samantha K. Oliver,0000-0001-5668-1165
https://portal.mardi4nfdi.de/entity/Q132646,Jose Samos,0000-0002-4457-3439
https://portal.mardi4nfdi.de/entity/Q132658,Edoardo Ciscato,0000-0002-9894-1778
https://portal.mardi4nfdi.de/entity/Q132706,Siqi Zhang,0000-0003-2617-5776
https://portal.mardi4nfdi.de/entity/Q132752,Justin G Schuetz,0000-0002-6163-538X
https://portal.mardi4nfdi.de/entity/Q132775,Farid Flici,0000-0002-1954-2120
https://portal.mardi4nfdi.de/entity/Q132828,Michael Gruenstaeudl,0000-0002-1666-1773
https://portal.mardi4nfdi.de/entity/Q132895,Federico Marini,0000-0003-3252-7758
https://portal.mardi4nfdi.de/entity/Q132906,Katarzyna Sidorczuk,0000-0001-6576-9054
https://portal.mardi4nfdi.de/entity/Q132911,Filip Pietluch,0000-0001-6218-9804
https://portal.mardi4nfdi.de/entity/Q132915,Jadwiga Słowik,0000-0003-3466-8933
https://portal.mardi4nfdi.de/entity/Q132916,Przemysław Gagat,0000-0001-9077-439X
https://portal.mardi4nfdi.de/entity/Q132916,Przemysław Gagat,0000-0001-9077-439X
https://portal.mardi4nfdi.de/entity/Q132922,Marwa Hamza,0000-0002-2274-2545
https://portal.mardi4nfdi.de/entity/Q132923,Pierre Vallois,0000-0002-2123-0142
https://portal.mardi4nfdi.de/entity/Q132957,Xavier Laviron,0000-0002-9882-3253
https://portal.mardi4nfdi.de/entity/Q132975,A Linares,0000-0002-0190-4410
https://portal.mardi4nfdi.de/entity/Q132978,J. D Martínez-Reyes,0000-0002-5906-598X
https://portal.mardi4nfdi.de/entity/Q132981,Adán Guerrero,0000-0002-4389-5516
https://portal.mardi4nfdi.de/entity/Q133001,Adam Peterson,0000-0001-7071-7873
https://portal.mardi4nfdi.de/entity/Q133044,Dmitri Zaykin,0000-0002-9444-2859
https://portal.mardi4nfdi.de/entity/Q133045,Xiaoran Tong,0000-0002-4648-3330
https://portal.mardi4nfdi.de/entity/Q133046,Min Shi,0000-0001-8265-5307
https://portal.mardi4nfdi.de/entity/Q133074,Wei Jiang,0000-0001-6120-5278
https://portal.mardi4nfdi.de/entity/Q133075,Shuang Song,0000-0002-1903-090X
https://portal.mardi4nfdi.de/entity/Q133115,Chuck Powell,0000-0002-3606-2188
https://portal.mardi4nfdi.de/entity/Q133202,John E. Jackson,0000-0001-6629-4660
https://portal.mardi4nfdi.de/entity/Q133274,Hamish Gibbs,0000-0003-4413-453X
https://portal.mardi4nfdi.de/entity/Q133278,Sebastian Buschow,0000-0003-4750-361X
https://portal.mardi4nfdi.de/entity/Q133346,Mitchell Maier,0000-0001-6955-0535
https://portal.mardi4nfdi.de/entity/Q133358,González-rodríguez Gil,0000-0002-2532-8665
https://portal.mardi4nfdi.de/entity/Q133367,Guo-Cheng Yuan,0000-0002-2283-4714
https://portal.mardi4nfdi.de/entity/Q133370,Sebastian Henz,0000-0001-8299-8852
https://portal.mardi4nfdi.de/entity/Q151548,Anne Ruiz-Gazen,0000-0001-8970-8061
https://portal.mardi4nfdi.de/entity/Q113858,Miguel Flores,0000-0002-7742-1247
https://portal.mardi4nfdi.de/entity/Q113861,Rubén Fernández-Casal,0000-0002-5785-3739
https://portal.mardi4nfdi.de/entity/Q113050,Gerald H Taranto,0000-0002-7968-1982
https://portal.mardi4nfdi.de/entity/Q113116,Fabio M. Correa,0000-0002-6708-9316
https://portal.mardi4nfdi.de/entity/Q113119,Eda Akdogdu Yildiz,0000-0003-4374-4379
https://portal.mardi4nfdi.de/entity/Q113120,Huseyin Yıldız,0000-0003-2387-263X
https://portal.mardi4nfdi.de/entity/Q113122,Brandon Moretz,0000-0001-8832-5173
https://portal.mardi4nfdi.de/entity/Q113134,Iman Jaljuli,0000-0003-0567-957X
https://portal.mardi4nfdi.de/entity/Q113137,Orestis A. Panagiotou,0000-0001-9604-8380
https://portal.mardi4nfdi.de/entity/Q113186,Lovemore Tenha,0000-0001-9705-2023
https://portal.mardi4nfdi.de/entity/Q113192,Nico Salmaso,0000-0001-6057-3642
https://portal.mardi4nfdi.de/entity/Q113235,Aris Perperoglou,0000-0003-1355-2800
https://portal.mardi4nfdi.de/entity/Q113242,Emanuel Huber,0000-0002-5528-0412
https://portal.mardi4nfdi.de/entity/Q113268,Marcel Schilling,0000-0002-3453-7792
https://portal.mardi4nfdi.de/entity/Q113310,Juan Martin,0000-0003-0974-1035
https://portal.mardi4nfdi.de/entity/Q113312,Emilio Corchado,0000-0001-8560-3991
https://portal.mardi4nfdi.de/entity/Q113320,Samet Sokel,0000-0002-4429-5125
https://portal.mardi4nfdi.de/entity/Q113347,Hao Wang,0000-0002-4933-5181
https://portal.mardi4nfdi.de/entity/Q113348,Diederick Vermetten,0000-0003-3040-7162
https://portal.mardi4nfdi.de/entity/Q113349,Carola Doerr,0000-0002-4981-3227
https://portal.mardi4nfdi.de/entity/Q113350,Thomas Bäck,0000-0001-6768-1478
https://portal.mardi4nfdi.de/entity/Q113380,Mirco Migliavacca,0000-0003-3546-8407
https://portal.mardi4nfdi.de/entity/Q113383,Antje Lucas-Moffat,0000-0003-1307-2065
https://portal.mardi4nfdi.de/entity/Q113388,Kerstin Sickel,0000-0002-4369-8635
https://portal.mardi4nfdi.de/entity/Q113390,Ladislav Šigut,0000-0003-1951-4100
https://portal.mardi4nfdi.de/entity/Q113393,Olaf Menzer,0000-0002-7297-1899
https://portal.mardi4nfdi.de/entity/Q113449,Douglas Morrison,0000-0002-7195-830X
https://portal.mardi4nfdi.de/entity/Q113468,Dillon Hammill,0000-0002-1407-7223
https://portal.mardi4nfdi.de/entity/Q113479,José Storopoli,0000-0002-0559-5176
https://portal.mardi4nfdi.de/entity/Q113491,Charlotte Baey,0000-0002-1413-1058
https://portal.mardi4nfdi.de/entity/Q113492,Estelle Kuhn,0000-0002-1236-8190
https://portal.mardi4nfdi.de/entity/Q113508,Margaret O'Brien,0000-0002-1693-8322
https://portal.mardi4nfdi.de/entity/Q113524,Stephanie Figary,0000-0002-4876-9850
https://portal.mardi4nfdi.de/entity/Q113525,Naomi Detenbeck,0000-0002-9868-0475
https://portal.mardi4nfdi.de/entity/Q113546,Clarke J. M. van Steenderen,0000-0002-4219-446X
https://portal.mardi4nfdi.de/entity/Q113560,Huanyuan Zhang,0000-0003-4801-8771
https://portal.mardi4nfdi.de/entity/Q113567,Ulrik Stervbo,0000-0002-2831-8868
https://portal.mardi4nfdi.de/entity/Q113605,Alessandro Magrini,0000-0002-4554-6782
https://portal.mardi4nfdi.de/entity/Q113659,Roger Pradel,0000-0002-2684-9251
https://portal.mardi4nfdi.de/entity/Q113699,Chuan Hong,0000-0001-7056-9559
https://portal.mardi4nfdi.de/entity/Q113702,Everett Rush,0000-0002-5632-5723
https://portal.mardi4nfdi.de/entity/Q113706,Aaron Sonabend W,0000-0002-6165-9082
https://portal.mardi4nfdi.de/entity/Q113708,Victor M Castro,0000-0001-7390-6354
https://portal.mardi4nfdi.de/entity/Q113709,Petra Schubert,0000-0002-6135-0173
https://portal.mardi4nfdi.de/entity/Q113714,Nicholas Link,0000-0003-4078-4842
https://portal.mardi4nfdi.de/entity/Q113717,Shawn N. Murphy,0000-0002-1905-8806
https://portal.mardi4nfdi.de/entity/Q113718,George Ostrouchov,0000-0002-2043-6026
https://portal.mardi4nfdi.de/entity/Q113719,Yuk-Lam Ho,0000-0003-3305-3830
https://portal.mardi4nfdi.de/entity/Q113736,Candace L Savonen,0000-0001-6331-7070
https://portal.mardi4nfdi.de/entity/Q113838,Zihao Zheng,0000-0001-8166-0649
https://portal.mardi4nfdi.de/entity/Q113873,Lukas Graf,0000-0001-9630-5615
https://portal.mardi4nfdi.de/entity/Q113877,Moritz Berger,0000-0002-0656-5286
https://portal.mardi4nfdi.de/entity/Q113887,Jorge R Fernandez-Santos,0000-0002-5047-2976
https://portal.mardi4nfdi.de/entity/Q113889,Sean Williams,0000-0003-1460-0085
https://portal.mardi4nfdi.de/entity/Q113889,Sean Williams,0000-0003-1460-0085
https://portal.mardi4nfdi.de/entity/Q113904,Steven B. Malevich,0000-0002-4752-8190
https://portal.mardi4nfdi.de/entity/Q113905,Christopher H. Guiterman,0000-0002-9706-9332
https://portal.mardi4nfdi.de/entity/Q113907,Ellis Margolis,0000-0002-0595-9005
https://portal.mardi4nfdi.de/entity/Q113911,Paolo Paruolo,0000-0002-3982-4889
https://portal.mardi4nfdi.de/entity/Q113919,Raoul R. Wadhwa,0000-0003-0503-9580
https://portal.mardi4nfdi.de/entity/Q113923,Jacob Scott,0000-0003-2971-7673
https://portal.mardi4nfdi.de/entity/Q113926,Fernando Diaz,0000-0002-8594-7249
https://portal.mardi4nfdi.de/entity/Q113931,Giorgio Melloni,0000-0001-6371-1334
https://portal.mardi4nfdi.de/entity/Q113932,Andrea Bellavia,0000-0003-4988-4532
https://portal.mardi4nfdi.de/entity/Q113940,Giovanna Cilluffo,0000-0003-4305-3981
https://portal.mardi4nfdi.de/entity/Q113951,Chenguang Wang,0000-0002-7085-3303
https://portal.mardi4nfdi.de/entity/Q113965,Xiang Zhou,0000-0001-8634-7360
https://portal.mardi4nfdi.de/entity/Q113980,Taciara Zborowski Horst,0000-0002-1135-028X
https://portal.mardi4nfdi.de/entity/Q114018,Devin W Goodsman,0000-0003-1935-5779
https://portal.mardi4nfdi.de/entity/Q114041,Adrien Taudière,0000-0003-1088-1182
https://portal.mardi4nfdi.de/entity/Q114042,Cyrille Violle,0000-0002-2471-9226
https://portal.mardi4nfdi.de/entity/Q114056,Roman Ashauer,0000-0002-9579-8793
https://portal.mardi4nfdi.de/entity/Q114067,Ruslan A. Soldatov,0000-0002-5670-5881
https://portal.mardi4nfdi.de/entity/Q114071,Vladimir B. Seplyarskiy,0000-0003-3161-8770
https://portal.mardi4nfdi.de/entity/Q114072,Evan Koch,0000-0002-1124-4559
https://portal.mardi4nfdi.de/entity/Q114073,Ryan J. Mcginty,0000-0003-3439-7301
https://portal.mardi4nfdi.de/entity/Q114074,Jakob M Goldmann,0000-0002-8514-573X
https://portal.mardi4nfdi.de/entity/Q114076,Ryan D Hernandez,0000-0001-5249-504X
https://portal.mardi4nfdi.de/entity/Q114080,Adolfo Correa,0000-0002-9501-600X
https://portal.mardi4nfdi.de/entity/Q114083,Esteban Burchard,0000-0001-7475-2035
https://portal.mardi4nfdi.de/entity/Q114085,Stephen McGarvey,0000-0003-1233-6970
https://portal.mardi4nfdi.de/entity/Q114089,Braxton D. Mitchell,0000-0003-4920-4744
https://portal.mardi4nfdi.de/entity/Q114089,Braxton D. Mitchell,0000-0003-4920-4744
https://portal.mardi4nfdi.de/entity/Q114091,Ramachandran S. Vasan,0000-0001-7357-5970
https://portal.mardi4nfdi.de/entity/Q114091,Ramachandran S. Vasan,0000-0001-7357-5970
https://portal.mardi4nfdi.de/entity/Q114092,Susan Redline,0000-0002-6585-1610
https://portal.mardi4nfdi.de/entity/Q114092,Susan Redline,0000-0002-6585-1610
https://portal.mardi4nfdi.de/entity/Q114094,Edwin K Silverman,0000-0002-3641-3822
https://portal.mardi4nfdi.de/entity/Q114098,Scott T Weiss,0000-0001-7196-303X
https://portal.mardi4nfdi.de/entity/Q114100,Donna K Arnett,0000-0003-2219-657X
https://portal.mardi4nfdi.de/entity/Q114103,Jiang He,0000-0002-8286-9652
https://portal.mardi4nfdi.de/entity/Q114106,Courtney G Montgomery,0000-0002-9606-3772
https://portal.mardi4nfdi.de/entity/Q114111,Jerome Rotter,0000-0001-7191-1723
https://portal.mardi4nfdi.de/entity/Q114111,Jerome I Rotter,0000-0001-7191-1723
https://portal.mardi4nfdi.de/entity/Q114113,Kent D Taylor,0000-0002-2756-4370
https://portal.mardi4nfdi.de/entity/Q114114,Jennifer A. Brody,0000-0001-8509-148X
https://portal.mardi4nfdi.de/entity/Q114116,Lisa de las Fuentes,0000-0002-4689-325X
https://portal.mardi4nfdi.de/entity/Q114121,Nicholette D Palmer,0000-0001-8883-2511
https://portal.mardi4nfdi.de/entity/Q114122,Jennifer A Smith,0000-0002-3575-5468
https://portal.mardi4nfdi.de/entity/Q114135,Shamil R Sunyaev,0000-0001-5715-5677
https://portal.mardi4nfdi.de/entity/Q112169,Javier Palarea Albaladejo,0000-0003-0162-669X
https://portal.mardi4nfdi.de/entity/Q112169,Javier Palarea Palarea-Albaladejo,0000-0003-0162-669X
https://portal.mardi4nfdi.de/entity/Q111696,Daniel Noble,0000-0001-9460-8743
https://portal.mardi4nfdi.de/entity/Q111701,W. Kyle Hamilton,0000-0002-8642-7990
https://portal.mardi4nfdi.de/entity/Q112955,Benedikt Graeler,0000-0001-5443-4304
https://portal.mardi4nfdi.de/entity/Q112375,Josep Antoni Martín-Fernández,0000-0003-2366-1592
https://portal.mardi4nfdi.de/entity/Q111317,Thomas Nagler,0000-0003-1855-0046
https://portal.mardi4nfdi.de/entity/Q111586,William P. L. Carter,0000-0003-1682-8219
https://portal.mardi4nfdi.de/entity/Q111672,Adam Elder,0000-0003-1665-2639
https://portal.mardi4nfdi.de/entity/Q111704,Ian Laga,0000-0002-5164-4856
https://portal.mardi4nfdi.de/entity/Q111750,Kellie J. Archer,0000-0003-1555-5781
https://portal.mardi4nfdi.de/entity/Q111772,Cristina Davino,0000-0003-1154-4209
https://portal.mardi4nfdi.de/entity/Q111775,Pasquale Dolce,0000-0002-7588-6067
https://portal.mardi4nfdi.de/entity/Q111781,Ben Marwick,0000-0001-7879-4531
https://portal.mardi4nfdi.de/entity/Q111784,Yi Li,0000-0002-9359-210X
https://portal.mardi4nfdi.de/entity/Q111792,Paul M Regular,0000-0003-0318-2615
https://portal.mardi4nfdi.de/entity/Q111838,Michael J. Culshaw-Maurer,0000-0003-2205-8679
https://portal.mardi4nfdi.de/entity/Q111868,Ville Satopää,0000-0002-3787-7303
https://portal.mardi4nfdi.de/entity/Q111869,Marat Salikhov,0000-0003-0188-5472
https://portal.mardi4nfdi.de/entity/Q111882,Song Yang,0000-0002-3051-5844
https://portal.mardi4nfdi.de/entity/Q111884,James F Troendle,0000-0002-7903-1015
https://portal.mardi4nfdi.de/entity/Q111891,Lisa Avery,0000-0002-8431-5143
https://portal.mardi4nfdi.de/entity/Q111893,Simon Leonard,0000-0002-6437-5800
https://portal.mardi4nfdi.de/entity/Q111920,Yacouba Boubacar Maïnassara,0000-0002-8604-5407
https://portal.mardi4nfdi.de/entity/Q111921,Julien Yves Rolland,0000-0002-0960-6688
https://portal.mardi4nfdi.de/entity/Q111934,Valentin Knechtl,0000-0002-8545-8883
https://portal.mardi4nfdi.de/entity/Q111948,Yihan Wu,0000-0002-1202-4208
https://portal.mardi4nfdi.de/entity/Q111950,Robert I Colautti,0000-0003-4213-0711
https://portal.mardi4nfdi.de/entity/Q111956,Fahimeh Nezhadmoghadam,0000-0001-5200-1193
https://portal.mardi4nfdi.de/entity/Q111958,Jose Tamez-Pena,0000-0003-1361-5162
https://portal.mardi4nfdi.de/entity/Q111971,Tobias Ruettenauer,0000-0001-5747-9735
https://portal.mardi4nfdi.de/entity/Q111972,Volker Ludwig,0000-0003-3118-3172
https://portal.mardi4nfdi.de/entity/Q111994,Darren Colby,0000-0001-8468-2755
https://portal.mardi4nfdi.de/entity/Q112051,Nicholas Spyrison,0000-0002-8417-0212
https://portal.mardi4nfdi.de/entity/Q112070,Maria Llambrich,0000-0001-8418-0982
https://portal.mardi4nfdi.de/entity/Q112077,Chris Aberson,0000-0003-3481-7177
https://portal.mardi4nfdi.de/entity/Q112081,Jari Oksanen,0000-0001-7102-9626
https://portal.mardi4nfdi.de/entity/Q112184,Marcel Neunhoeffer,0000-0002-9137-5785
https://portal.mardi4nfdi.de/entity/Q112189,Zivan Karaman,0000-0002-8933-4589
https://portal.mardi4nfdi.de/entity/Q112200,Jenna Hershberger,0000-0002-3147-6867
https://portal.mardi4nfdi.de/entity/Q112203,Nicolas Morales,0000-0002-3600-0657
https://portal.mardi4nfdi.de/entity/Q112206,Guillaume J Bauchet,0000-0003-3311-7726
