zbmath_id	author	author_ids	document_title	source	classifications	language	links	keywords	doi	publication_year	serial
oai:zbmath.org:6001887	zbMATH Open Web Interface contents unavailable due to conflicting licenses.	li.shasha;deng.caixia;fu.zuoxian	zbMATH Open Web Interface contents unavailable due to conflicting licenses.	zbMATH Open Web Interface contents unavailable due to conflicting licenses.	46E22;42C40;65T60	zbMATH Open Web Interface contents unavailable due to conflicting licenses.	None	wavelet transform;reproducing kernel;Cgau wavelet	None	2011	zbMATH Open Web Interface contents unavailable due to conflicting licenses.;zbMATH Open Web Interface contents unavailable due to conflicting licenses.
oai:zbmath.org:6001888	zbMATH Open Web Interface contents unavailable due to conflicting licenses.	li.shirong;du.ni;zhong.xianggui	zbMATH Open Web Interface contents unavailable due to conflicting licenses.	zbMATH Open Web Interface contents unavailable due to conflicting licenses.	20D20;20D10;20D40;20D35	zbMATH Open Web Interface contents unavailable due to conflicting licenses.	None	finite groups;saturated formations;\(S\)-quasinormally embedded subgroups;supersolvability;Sylow subgroups	None	2011	zbMATH Open Web Interface contents unavailable due to conflicting licenses.;zbMATH Open Web Interface contents unavailable due to conflicting licenses.
oai:zbmath.org:6001889	zbMATH Open Web Interface contents unavailable due to conflicting licenses.	wang.jian.2	zbMATH Open Web Interface contents unavailable due to conflicting licenses.	zbMATH Open Web Interface contents unavailable due to conflicting licenses.	60J25;60J75	zbMATH Open Web Interface contents unavailable due to conflicting licenses.	None	Lévy type operators;pseudo-differential operators;symbol function;non-explosion;stability	None	2011	zbMATH Open Web Interface contents unavailable due to conflicting licenses.;zbMATH Open Web Interface contents unavailable due to conflicting licenses.
oai:zbmath.org:6001890	zbMATH Open Web Interface contents unavailable due to conflicting licenses.	cai.qingsong	zbMATH Open Web Interface contents unavailable due to conflicting licenses.	zbMATH Open Web Interface contents unavailable due to conflicting licenses.	53C23;53B21	zbMATH Open Web Interface contents unavailable due to conflicting licenses.	None	pseudo group;covering spaces;conjugate radius	None	2011	zbMATH Open Web Interface contents unavailable due to conflicting licenses.;zbMATH Open Web Interface contents unavailable due to conflicting licenses.
oai:zbmath.org:6001891	zbMATH Open Web Interface contents unavailable due to conflicting licenses.	tao.zhixiong	zbMATH Open Web Interface contents unavailable due to conflicting licenses.	zbMATH Open Web Interface contents unavailable due to conflicting licenses.	57M25;30C15	zbMATH Open Web Interface contents unavailable due to conflicting licenses.	None	knot;link;Jones polynomial;zeros of polynomial;Mahler measure	None	2011	zbMATH Open Web Interface contents unavailable due to conflicting licenses.;zbMATH Open Web Interface contents unavailable due to conflicting licenses.
oai:zbmath.org:6001892	zbMATH Open Web Interface contents unavailable due to conflicting licenses.	wu.bingye	zbMATH Open Web Interface contents unavailable due to conflicting licenses.	zbMATH Open Web Interface contents unavailable due to conflicting licenses.	53C42;53B30	zbMATH Open Web Interface contents unavailable due to conflicting licenses.	None	locally conformally flat;Ricci tensor;Schouten tensor;principal Schouten curvature;\(m\)-th Schouten curvature	None	2011	zbMATH Open Web Interface contents unavailable due to conflicting licenses.;zbMATH Open Web Interface contents unavailable due to conflicting licenses.
oai:zbmath.org:6001893	zbMATH Open Web Interface contents unavailable due to conflicting licenses.	liu.yannan.1;liu.ping;wang.yuwen	zbMATH Open Web Interface contents unavailable due to conflicting licenses.	zbMATH Open Web Interface contents unavailable due to conflicting licenses.	47J15;47J25;47J07	zbMATH Open Web Interface contents unavailable due to conflicting licenses.	None	multiple eigenvalue;Lyapunov-Schmidt reduction;bifurcation	None	2011	zbMATH Open Web Interface contents unavailable due to conflicting licenses.;zbMATH Open Web Interface contents unavailable due to conflicting licenses.
oai:zbmath.org:6001894	zbMATH Open Web Interface contents unavailable due to conflicting licenses.	yang.chuanfu	zbMATH Open Web Interface contents unavailable due to conflicting licenses.	zbMATH Open Web Interface contents unavailable due to conflicting licenses.	35K57;34B24	zbMATH Open Web Interface contents unavailable due to conflicting licenses.	None	diffusion operator;eigenvalue problem;half-inverse problem	None	2011	zbMATH Open Web Interface contents unavailable due to conflicting licenses.;zbMATH Open Web Interface contents unavailable due to conflicting licenses.
oai:zbmath.org:6001895	zbMATH Open Web Interface contents unavailable due to conflicting licenses.	jiang.zhichao;cao.jiantao;cheng.guangtao;he.chunjiang	zbMATH Open Web Interface contents unavailable due to conflicting licenses.	zbMATH Open Web Interface contents unavailable due to conflicting licenses.	92D30;34K18;34K20;65C20	zbMATH Open Web Interface contents unavailable due to conflicting licenses.	None	SIR model;Hopf bifurcation	None	2011	zbMATH Open Web Interface contents unavailable due to conflicting licenses.;zbMATH Open Web Interface contents unavailable due to conflicting licenses.
oai:zbmath.org:6001896	zbMATH Open Web Interface contents unavailable due to conflicting licenses.	geng.fengjie;zhu.deming;lian.hairong	zbMATH Open Web Interface contents unavailable due to conflicting licenses.	zbMATH Open Web Interface contents unavailable due to conflicting licenses.	34C37;34C23;34C05;34C25;37C29;37G15	zbMATH Open Web Interface contents unavailable due to conflicting licenses.	None	local active coordinates;Poincaré map;heteroclinic cycles	None	2011	zbMATH Open Web Interface contents unavailable due to conflicting licenses.;zbMATH Open Web Interface contents unavailable due to conflicting licenses.
oai:zbmath.org:6001897	zbMATH Open Web Interface contents unavailable due to conflicting licenses.	xu.huifang	zbMATH Open Web Interface contents unavailable due to conflicting licenses.	zbMATH Open Web Interface contents unavailable due to conflicting licenses.	35R09;45K05	zbMATH Open Web Interface contents unavailable due to conflicting licenses.	None	inverse problem;partial integro-differential equation;optimization;regularization;Fréchet differential;jump-diffusion;local-volatility	None	2011	zbMATH Open Web Interface contents unavailable due to conflicting licenses.;zbMATH Open Web Interface contents unavailable due to conflicting licenses.
oai:zbmath.org:6001898	zbMATH Open Web Interface contents unavailable due to conflicting licenses.	zhou.ruguang;ma.wen-xiu;wang.jinli	zbMATH Open Web Interface contents unavailable due to conflicting licenses.	zbMATH Open Web Interface contents unavailable due to conflicting licenses.	37J35;37K10	zbMATH Open Web Interface contents unavailable due to conflicting licenses.	None	integrable deformation;binary constrained soliton flow;Neumann-Rosochatius system;Wojciechowski system;Lax representation	None	2011	zbMATH Open Web Interface contents unavailable due to conflicting licenses.;zbMATH Open Web Interface contents unavailable due to conflicting licenses.
oai:zbmath.org:6001899	zbMATH Open Web Interface contents unavailable due to conflicting licenses.	qiao.meihong;qi.huan;liu.anping;tian.tianhai	zbMATH Open Web Interface contents unavailable due to conflicting licenses.	zbMATH Open Web Interface contents unavailable due to conflicting licenses.	34C60;34A37;34D23;34C25;92D30;92C60	zbMATH Open Web Interface contents unavailable due to conflicting licenses.	None	hepatitis B virus;mathematical model;drug treatment;global asymptotic stability	None	2011	zbMATH Open Web Interface contents unavailable due to conflicting licenses.;zbMATH Open Web Interface contents unavailable due to conflicting licenses.
oai:zbmath.org:6001900	zbMATH Open Web Interface contents unavailable due to conflicting licenses.	bai.ruipu;liu.naxin	zbMATH Open Web Interface contents unavailable due to conflicting licenses.	zbMATH Open Web Interface contents unavailable due to conflicting licenses.	17B05;17B40	zbMATH Open Web Interface contents unavailable due to conflicting licenses.	None	\(n\)-Lie algebra;derivation;tensor product	None	2011	zbMATH Open Web Interface contents unavailable due to conflicting licenses.;zbMATH Open Web Interface contents unavailable due to conflicting licenses.
oai:zbmath.org:6001901	zbMATH Open Web Interface contents unavailable due to conflicting licenses.	guo.lihui;sheng.wancheng	zbMATH Open Web Interface contents unavailable due to conflicting licenses.	zbMATH Open Web Interface contents unavailable due to conflicting licenses.	35L65;35L67;76L05;76N10	zbMATH Open Web Interface contents unavailable due to conflicting licenses.	None	Chaplygin gas;Euler system;fully linear degenerate;axisymmetric solutions	None	2011	zbMATH Open Web Interface contents unavailable due to conflicting licenses.;zbMATH Open Web Interface contents unavailable due to conflicting licenses.
oai:zbmath.org:6001902	zbMATH Open Web Interface contents unavailable due to conflicting licenses.	xiong.jingyi;cao.feilong;yang.ruyue	zbMATH Open Web Interface contents unavailable due to conflicting licenses.	zbMATH Open Web Interface contents unavailable due to conflicting licenses.	41A25;41A63;41A10	zbMATH Open Web Interface contents unavailable due to conflicting licenses.	None	Jackson polynomials;approximation;modulus of smoothness;lower bound	None	2011	zbMATH Open Web Interface contents unavailable due to conflicting licenses.;zbMATH Open Web Interface contents unavailable due to conflicting licenses.
oai:zbmath.org:6001903	zbMATH Open Web Interface contents unavailable due to conflicting licenses.	wei.hewen;ye.yasheng	zbMATH Open Web Interface contents unavailable due to conflicting licenses.	zbMATH Open Web Interface contents unavailable due to conflicting licenses.	30D45	zbMATH Open Web Interface contents unavailable due to conflicting licenses.	None	meromorphic functions;sharing values;normal families	None	2011	zbMATH Open Web Interface contents unavailable due to conflicting licenses.;zbMATH Open Web Interface contents unavailable due to conflicting licenses.
oai:zbmath.org:6001904	zbMATH Open Web Interface contents unavailable due to conflicting licenses.	xie.peizhu;cao.guangfu	zbMATH Open Web Interface contents unavailable due to conflicting licenses.	zbMATH Open Web Interface contents unavailable due to conflicting licenses.	47B35;43A85	zbMATH Open Web Interface contents unavailable due to conflicting licenses.	None	Toeplitz operator;homogeneous type space;Morrey space;BMO function	None	2011	zbMATH Open Web Interface contents unavailable due to conflicting licenses.;zbMATH Open Web Interface contents unavailable due to conflicting licenses.
oai:zbmath.org:6001905	zbMATH Open Web Interface contents unavailable due to conflicting licenses.	lin.shou	zbMATH Open Web Interface contents unavailable due to conflicting licenses.	zbMATH Open Web Interface contents unavailable due to conflicting licenses.	54C10;54D30;54D50;54D65;54E20	zbMATH Open Web Interface contents unavailable due to conflicting licenses.	None	\(k\)-semistratifiable spaces;closed mappings;boundary-compact-mappings;boundary-\(s\)-mappings;boundary-Lindelöf-mappings;\(k\)-spaces;weak stratifiable spaces	None	2011	zbMATH Open Web Interface contents unavailable due to conflicting licenses.;zbMATH Open Web Interface contents unavailable due to conflicting licenses.
oai:zbmath.org:6001906	zbMATH Open Web Interface contents unavailable due to conflicting licenses.	yang.zhao	zbMATH Open Web Interface contents unavailable due to conflicting licenses.	zbMATH Open Web Interface contents unavailable due to conflicting licenses.	57S25;54H15	zbMATH Open Web Interface contents unavailable due to conflicting licenses.	None	small cover;group action;polytope	None	2011	zbMATH Open Web Interface contents unavailable due to conflicting licenses.;zbMATH Open Web Interface contents unavailable due to conflicting licenses.
oai:zbmath.org:6001907	zbMATH Open Web Interface contents unavailable due to conflicting licenses.	qu.aifang	zbMATH Open Web Interface contents unavailable due to conflicting licenses.	zbMATH Open Web Interface contents unavailable due to conflicting licenses.	35M10;35M32;35D30;35B65;82D10	zbMATH Open Web Interface contents unavailable due to conflicting licenses.	None	cold plasma model;mixed elliptic-hyperbolic equation;closed boundary value problem;interior regularity	None	2011	zbMATH Open Web Interface contents unavailable due to conflicting licenses.;zbMATH Open Web Interface contents unavailable due to conflicting licenses.
oai:zbmath.org:6001908	zbMATH Open Web Interface contents unavailable due to conflicting licenses.	None	zbMATH Open Web Interface contents unavailable due to conflicting licenses.	zbMATH Open Web Interface contents unavailable due to conflicting licenses.	18D50;18G60;17B63;17B70	zbMATH Open Web Interface contents unavailable due to conflicting licenses.	None	generalized Poisson superalgebra;homology group;cohomology group	None	2011	zbMATH Open Web Interface contents unavailable due to conflicting licenses.;zbMATH Open Web Interface contents unavailable due to conflicting licenses.
oai:zbmath.org:6001909	zbMATH Open Web Interface contents unavailable due to conflicting licenses.	xu.runzhang;liu.bowei	zbMATH Open Web Interface contents unavailable due to conflicting licenses.	zbMATH Open Web Interface contents unavailable due to conflicting licenses.	35L35;35L05;35A01	zbMATH Open Web Interface contents unavailable due to conflicting licenses.	None	fourth order nonlinear wave equation;strong damping;global existence;nonexistence;potential well	None	2011	zbMATH Open Web Interface contents unavailable due to conflicting licenses.;zbMATH Open Web Interface contents unavailable due to conflicting licenses.
oai:zbmath.org:6001910	zbMATH Open Web Interface contents unavailable due to conflicting licenses.	li.zhihua;xue.yifeng	zbMATH Open Web Interface contents unavailable due to conflicting licenses.	zbMATH Open Web Interface contents unavailable due to conflicting licenses.	46L80	zbMATH Open Web Interface contents unavailable due to conflicting licenses.	https://arxiv.org/abs/1006.5725	\(K\)-groups;simple purely infinite \(C^*\)-algebra;real rank zero	None	2011	zbMATH Open Web Interface contents unavailable due to conflicting licenses.;zbMATH Open Web Interface contents unavailable due to conflicting licenses.
oai:zbmath.org:6001911	zbMATH Open Web Interface contents unavailable due to conflicting licenses.	sang.bo;liu.wenjian;zhu.siming	zbMATH Open Web Interface contents unavailable due to conflicting licenses.	zbMATH Open Web Interface contents unavailable due to conflicting licenses.	34C14;34C05	zbMATH Open Web Interface contents unavailable due to conflicting licenses.	None	cubic system;time-reversible system;standard basis;triangular series	None	2011	zbMATH Open Web Interface contents unavailable due to conflicting licenses.;zbMATH Open Web Interface contents unavailable due to conflicting licenses.
oai:zbmath.org:6001912	zbMATH Open Web Interface contents unavailable due to conflicting licenses.	chen.dongxiang;chen.xiaoli;hu.ling	zbMATH Open Web Interface contents unavailable due to conflicting licenses.	zbMATH Open Web Interface contents unavailable due to conflicting licenses.	42B25;42B30	zbMATH Open Web Interface contents unavailable due to conflicting licenses.	None	Hardy space;Bochner-Riesz operator;commutator;atom	None	2011	zbMATH Open Web Interface contents unavailable due to conflicting licenses.;zbMATH Open Web Interface contents unavailable due to conflicting licenses.
oai:zbmath.org:6001913	zbMATH Open Web Interface contents unavailable due to conflicting licenses.	xu.manhong;guo.wenbin.1;huang.jianhong	zbMATH Open Web Interface contents unavailable due to conflicting licenses.	zbMATH Open Web Interface contents unavailable due to conflicting licenses.	20D40;20D20;20D10;20D15	zbMATH Open Web Interface contents unavailable due to conflicting licenses.	None	finite groups;Sylow subgroups;weakly \(S\)-quasinormally embedded subgroups;minimal subgroups;maximal subgroups	None	2011	zbMATH Open Web Interface contents unavailable due to conflicting licenses.;zbMATH Open Web Interface contents unavailable due to conflicting licenses.
oai:zbmath.org:6001914	zbMATH Open Web Interface contents unavailable due to conflicting licenses.	wang.yulei;liu.heguo	zbMATH Open Web Interface contents unavailable due to conflicting licenses.	zbMATH Open Web Interface contents unavailable due to conflicting licenses.	20D45;20D15	zbMATH Open Web Interface contents unavailable due to conflicting licenses.	None	generalized extraspecial \(p\)-groups;central products;symplectic groups;automorphisms;automorphism groups	None	2011	zbMATH Open Web Interface contents unavailable due to conflicting licenses.;zbMATH Open Web Interface contents unavailable due to conflicting licenses.
oai:zbmath.org:6001915	zbMATH Open Web Interface contents unavailable due to conflicting licenses.	wu.meiyun;tang.qiulin	zbMATH Open Web Interface contents unavailable due to conflicting licenses.	zbMATH Open Web Interface contents unavailable due to conflicting licenses.	16T15;16T05;16G20	zbMATH Open Web Interface contents unavailable due to conflicting licenses.	None	Hopf algebras;Hopf modules;Hopf path coalgebras;quivers	None	2011	zbMATH Open Web Interface contents unavailable due to conflicting licenses.;zbMATH Open Web Interface contents unavailable due to conflicting licenses.
oai:zbmath.org:6001916	zbMATH Open Web Interface contents unavailable due to conflicting licenses.	yu.dapeng;zhang.zhirang;lu.heng	zbMATH Open Web Interface contents unavailable due to conflicting licenses.	zbMATH Open Web Interface contents unavailable due to conflicting licenses.	20F19;20D15	zbMATH Open Web Interface contents unavailable due to conflicting licenses.	None	generalized Dedekind groups;finite \(p\)-groups;locally nilpotent groups	None	2011	zbMATH Open Web Interface contents unavailable due to conflicting licenses.;zbMATH Open Web Interface contents unavailable due to conflicting licenses.
oai:zbmath.org:6001917	zbMATH Open Web Interface contents unavailable due to conflicting licenses.	wang.chao.7;zhu.jinghao	zbMATH Open Web Interface contents unavailable due to conflicting licenses.	zbMATH Open Web Interface contents unavailable due to conflicting licenses.	47J25;47H09	zbMATH Open Web Interface contents unavailable due to conflicting licenses.	None	normed linear spaces;generalized \(\Phi\)-hemi-contractive mappings;Ishikawa process with errors	None	2011	zbMATH Open Web Interface contents unavailable due to conflicting licenses.;zbMATH Open Web Interface contents unavailable due to conflicting licenses.
oai:zbmath.org:6001918	zbMATH Open Web Interface contents unavailable due to conflicting licenses.	xia.dafeng;zhang.yutian	zbMATH Open Web Interface contents unavailable due to conflicting licenses.	zbMATH Open Web Interface contents unavailable due to conflicting licenses.	57R25;22E47;58C30;37C10;37C15	zbMATH Open Web Interface contents unavailable due to conflicting licenses.	None	vector field;integral curve;limit set;chain-group;homotopy	None	2011	zbMATH Open Web Interface contents unavailable due to conflicting licenses.;zbMATH Open Web Interface contents unavailable due to conflicting licenses.
oai:zbmath.org:6001919	zbMATH Open Web Interface contents unavailable due to conflicting licenses.	li.yingjie	zbMATH Open Web Interface contents unavailable due to conflicting licenses.	zbMATH Open Web Interface contents unavailable due to conflicting licenses.	11N37;11L07	zbMATH Open Web Interface contents unavailable due to conflicting licenses.	None	divisor function;asymptotic formula;exponential sum;exponent pair	None	2011	zbMATH Open Web Interface contents unavailable due to conflicting licenses.;zbMATH Open Web Interface contents unavailable due to conflicting licenses.
oai:zbmath.org:6001920	zbMATH Open Web Interface contents unavailable due to conflicting licenses.	dong.kejing;cao.xiwang	zbMATH Open Web Interface contents unavailable due to conflicting licenses.	zbMATH Open Web Interface contents unavailable due to conflicting licenses.	11T71;12E20;11T23	zbMATH Open Web Interface contents unavailable due to conflicting licenses.	None	finite field;power residues;normal elements;exponential sums	None	2011	zbMATH Open Web Interface contents unavailable due to conflicting licenses.;zbMATH Open Web Interface contents unavailable due to conflicting licenses.
oai:zbmath.org:6001921	zbMATH Open Web Interface contents unavailable due to conflicting licenses.	li.qian;li.pengtong	zbMATH Open Web Interface contents unavailable due to conflicting licenses.	zbMATH Open Web Interface contents unavailable due to conflicting licenses.	47L35;47B49	zbMATH Open Web Interface contents unavailable due to conflicting licenses.	None	completely distributive CSL algebra;centralizer;Jordan centralizer;Lie centralizer	None	2011	zbMATH Open Web Interface contents unavailable due to conflicting licenses.;zbMATH Open Web Interface contents unavailable due to conflicting licenses.
oai:zbmath.org:6001922	zbMATH Open Web Interface contents unavailable due to conflicting licenses.	chen.lu.3;langevin.andre;riopel.diane	zbMATH Open Web Interface contents unavailable due to conflicting licenses.	zbMATH Open Web Interface contents unavailable due to conflicting licenses.	90B80;90C10;90C59	zbMATH Open Web Interface contents unavailable due to conflicting licenses.	None	automated storage/retrieval system;location assignment;tabu search	None	2011	zbMATH Open Web Interface contents unavailable due to conflicting licenses.;zbMATH Open Web Interface contents unavailable due to conflicting licenses.
oai:zbmath.org:6001923	zbMATH Open Web Interface contents unavailable due to conflicting licenses.	hu.ying.1;wu.chongfeng	zbMATH Open Web Interface contents unavailable due to conflicting licenses.	zbMATH Open Web Interface contents unavailable due to conflicting licenses.	91B25;91B69	zbMATH Open Web Interface contents unavailable due to conflicting licenses.	None	asset pricing;heterogeneous;marketability	None	2011	zbMATH Open Web Interface contents unavailable due to conflicting licenses.;zbMATH Open Web Interface contents unavailable due to conflicting licenses.
oai:zbmath.org:6001924	zbMATH Open Web Interface contents unavailable due to conflicting licenses.	mai.jiaji;chen.feng.1	zbMATH Open Web Interface contents unavailable due to conflicting licenses.	zbMATH Open Web Interface contents unavailable due to conflicting licenses.	90B36;90C59;90C11	zbMATH Open Web Interface contents unavailable due to conflicting licenses.	None	cross docking;milk run;tabu search	None	2011	zbMATH Open Web Interface contents unavailable due to conflicting licenses.;zbMATH Open Web Interface contents unavailable due to conflicting licenses.
oai:zbmath.org:6001925	zbMATH Open Web Interface contents unavailable due to conflicting licenses.	wu.yiquan;zhang.xiaojie;wu.shihua	zbMATH Open Web Interface contents unavailable due to conflicting licenses.	zbMATH Open Web Interface contents unavailable due to conflicting licenses.	94A08;68U10;37D45	zbMATH Open Web Interface contents unavailable due to conflicting licenses.	None	image segmentation;threshold selection;two-dimensional cross entropy;chaotic resilient particle swarm optimization	None	2011	zbMATH Open Web Interface contents unavailable due to conflicting licenses.;zbMATH Open Web Interface contents unavailable due to conflicting licenses.
oai:zbmath.org:6001926	zbMATH Open Web Interface contents unavailable due to conflicting licenses.	li.yi.8;wang.yuandi	zbMATH Open Web Interface contents unavailable due to conflicting licenses.	zbMATH Open Web Interface contents unavailable due to conflicting licenses.	68U10;60G40;62G07	zbMATH Open Web Interface contents unavailable due to conflicting licenses.	None	partial differential equation;image smoothing;correlation coefficient;kernel density estimation;optimal stopping	None	2011	zbMATH Open Web Interface contents unavailable due to conflicting licenses.;zbMATH Open Web Interface contents unavailable due to conflicting licenses.
oai:zbmath.org:6001927	zbMATH Open Web Interface contents unavailable due to conflicting licenses.	chen.junli;qing.dinghu;li.xiang.6;wan.wanggen	zbMATH Open Web Interface contents unavailable due to conflicting licenses.	zbMATH Open Web Interface contents unavailable due to conflicting licenses.	94A08;42C40;68U10	zbMATH Open Web Interface contents unavailable due to conflicting licenses.	None	multiwavelet;set partitioning in hierarchical trees;embedded coding;spatial orientation tree;image compression	None	2011	zbMATH Open Web Interface contents unavailable due to conflicting licenses.;zbMATH Open Web Interface contents unavailable due to conflicting licenses.
oai:zbmath.org:6001928	zbMATH Open Web Interface contents unavailable due to conflicting licenses.	liang.zixuan;ding.jue;weng.peifen	zbMATH Open Web Interface contents unavailable due to conflicting licenses.	zbMATH Open Web Interface contents unavailable due to conflicting licenses.	76M25;65M55	zbMATH Open Web Interface contents unavailable due to conflicting licenses.	None	low speed flow;multi-grid;preconditioning method;implicit method	None	2011	zbMATH Open Web Interface contents unavailable due to conflicting licenses.;zbMATH Open Web Interface contents unavailable due to conflicting licenses.
oai:zbmath.org:6001929	zbMATH Open Web Interface contents unavailable due to conflicting licenses.	wu.hua;zhang.jue	zbMATH Open Web Interface contents unavailable due to conflicting licenses.	zbMATH Open Web Interface contents unavailable due to conflicting licenses.	65R20;45J05;45D05	zbMATH Open Web Interface contents unavailable due to conflicting licenses.	None	Chebyshev-collocation spectral method;Lagrange basis function;Chebyshev weight;Volterra type integro-differential equations;error analysis;numerical results	None	2011	zbMATH Open Web Interface contents unavailable due to conflicting licenses.;zbMATH Open Web Interface contents unavailable due to conflicting licenses.
oai:zbmath.org:6001930	zbMATH Open Web Interface contents unavailable due to conflicting licenses.	zhang.lili;li.jianyu;li.xingsi	zbMATH Open Web Interface contents unavailable due to conflicting licenses.	zbMATH Open Web Interface contents unavailable due to conflicting licenses.	90C46;90C26	zbMATH Open Web Interface contents unavailable due to conflicting licenses.	None	integral optimality condition;level set;Lebesgue measure;global optimization;aggregate function	None	2011	zbMATH Open Web Interface contents unavailable due to conflicting licenses.;zbMATH Open Web Interface contents unavailable due to conflicting licenses.
oai:zbmath.org:6001931	zbMATH Open Web Interface contents unavailable due to conflicting licenses.	None	zbMATH Open Web Interface contents unavailable due to conflicting licenses.	zbMATH Open Web Interface contents unavailable due to conflicting licenses.	90C46;90C26	zbMATH Open Web Interface contents unavailable due to conflicting licenses.	None	global optimization;\(\nu\)-variance;maximum	None	2011	zbMATH Open Web Interface contents unavailable due to conflicting licenses.;zbMATH Open Web Interface contents unavailable due to conflicting licenses.
oai:zbmath.org:6001932	zbMATH Open Web Interface contents unavailable due to conflicting licenses.	zhou.yikai;bai.yanqin;sun.yan	zbMATH Open Web Interface contents unavailable due to conflicting licenses.	zbMATH Open Web Interface contents unavailable due to conflicting licenses.	90C22;20C35	zbMATH Open Web Interface contents unavailable due to conflicting licenses.	None	truss topology optimization;semidefinite programming;symmetry group;group representation	None	2011	zbMATH Open Web Interface contents unavailable due to conflicting licenses.;zbMATH Open Web Interface contents unavailable due to conflicting licenses.
oai:zbmath.org:6001933	zbMATH Open Web Interface contents unavailable due to conflicting licenses.	guo.yuanbao;huang.bingjia	zbMATH Open Web Interface contents unavailable due to conflicting licenses.	zbMATH Open Web Interface contents unavailable due to conflicting licenses.	90C30	zbMATH Open Web Interface contents unavailable due to conflicting licenses.	None	nonlinear programming;non-monotone step size rule;convergence	None	2011	zbMATH Open Web Interface contents unavailable due to conflicting licenses.;zbMATH Open Web Interface contents unavailable due to conflicting licenses.
oai:zbmath.org:6001934	zbMATH Open Web Interface contents unavailable due to conflicting licenses.	zhang.hongrui;wang.ligong	zbMATH Open Web Interface contents unavailable due to conflicting licenses.	zbMATH Open Web Interface contents unavailable due to conflicting licenses.	05C76;05C50;05C63	zbMATH Open Web Interface contents unavailable due to conflicting licenses.	None	super generalized line graph;cocktail party graph;integral spectral graph	None	2011	zbMATH Open Web Interface contents unavailable due to conflicting licenses.;zbMATH Open Web Interface contents unavailable due to conflicting licenses.
oai:zbmath.org:6001935	zbMATH Open Web Interface contents unavailable due to conflicting licenses.	zhang.yuhuan;wang.changyu	zbMATH Open Web Interface contents unavailable due to conflicting licenses.	zbMATH Open Web Interface contents unavailable due to conflicting licenses.	90C30;49M37	zbMATH Open Web Interface contents unavailable due to conflicting licenses.	None	nonlinear programming;global convergence;perturbation function;penalty algorithm	None	2011	zbMATH Open Web Interface contents unavailable due to conflicting licenses.;zbMATH Open Web Interface contents unavailable due to conflicting licenses.
oai:zbmath.org:6001936	zbMATH Open Web Interface contents unavailable due to conflicting licenses.	yan.yunzhi;wang.hanxing	zbMATH Open Web Interface contents unavailable due to conflicting licenses.	zbMATH Open Web Interface contents unavailable due to conflicting licenses.	05C80;05C82	zbMATH Open Web Interface contents unavailable due to conflicting licenses.	None	power law graphs;degree distributions;scale free networks;random graph models	None	2011	zbMATH Open Web Interface contents unavailable due to conflicting licenses.;zbMATH Open Web Interface contents unavailable due to conflicting licenses.
oai:zbmath.org:6001937	zbMATH Open Web Interface contents unavailable due to conflicting licenses.	pu.dingguo;shao.wenqiong;liu.meiling;liu.ciwen	zbMATH Open Web Interface contents unavailable due to conflicting licenses.	zbMATH Open Web Interface contents unavailable due to conflicting licenses.	90C30;90C33;90C53	zbMATH Open Web Interface contents unavailable due to conflicting licenses.	None	convergence;filter method;QP-free method;NCP function	None	2011	zbMATH Open Web Interface contents unavailable due to conflicting licenses.;zbMATH Open Web Interface contents unavailable due to conflicting licenses.
oai:zbmath.org:6001938	zbMATH Open Web Interface contents unavailable due to conflicting licenses.	dang.yazheng;gao.yan;zhi.liping	zbMATH Open Web Interface contents unavailable due to conflicting licenses.	zbMATH Open Web Interface contents unavailable due to conflicting licenses.	90C25;90C30	zbMATH Open Web Interface contents unavailable due to conflicting licenses.	None	convex function;convex feasibility problem;subgradient;convergence	None	2011	zbMATH Open Web Interface contents unavailable due to conflicting licenses.;zbMATH Open Web Interface contents unavailable due to conflicting licenses.
oai:zbmath.org:6001939	zbMATH Open Web Interface contents unavailable due to conflicting licenses.	ji.shuhui	zbMATH Open Web Interface contents unavailable due to conflicting licenses.	zbMATH Open Web Interface contents unavailable due to conflicting licenses.	90C22;49M20	zbMATH Open Web Interface contents unavailable due to conflicting licenses.	None	0-1 unconstrained polynomial optimization;semidefinite relaxation;matrix decomposition;linear relaxation	None	2011	zbMATH Open Web Interface contents unavailable due to conflicting licenses.;zbMATH Open Web Interface contents unavailable due to conflicting licenses.
oai:zbmath.org:6001940	zbMATH Open Web Interface contents unavailable due to conflicting licenses.	wei.jingguang;zhang.jianjun.1	zbMATH Open Web Interface contents unavailable due to conflicting licenses.	zbMATH Open Web Interface contents unavailable due to conflicting licenses.	90C30;65K05	zbMATH Open Web Interface contents unavailable due to conflicting licenses.	None	conjugate gradient method;global convergence;line search;unconstrained optimization	None	2011	zbMATH Open Web Interface contents unavailable due to conflicting licenses.;zbMATH Open Web Interface contents unavailable due to conflicting licenses.
oai:zbmath.org:6001941	zbMATH Open Web Interface contents unavailable due to conflicting licenses.	wu.jia;zhang.liwei	zbMATH Open Web Interface contents unavailable due to conflicting licenses.	zbMATH Open Web Interface contents unavailable due to conflicting licenses.	90C46;49K30	zbMATH Open Web Interface contents unavailable due to conflicting licenses.	None	second order sufficient conditions;generalized equations;second-order cone	None	2011	zbMATH Open Web Interface contents unavailable due to conflicting licenses.;zbMATH Open Web Interface contents unavailable due to conflicting licenses.
