zbmath_id	author	author_ids	document_title	source	classifications	language	links	keywords	doi	publication_year	serial
oai:zbmath.org:6002227	zbMATH Open Web Interface contents unavailable due to conflicting licenses.	guo.qiaoling	zbMATH Open Web Interface contents unavailable due to conflicting licenses.	zbMATH Open Web Interface contents unavailable due to conflicting licenses.	16T15;16W22	zbMATH Open Web Interface contents unavailable due to conflicting licenses.	None	group corings;partial group entwining structures;graded Morita contexts;Hopf Galois theory	None	2011	zbMATH Open Web Interface contents unavailable due to conflicting licenses.;zbMATH Open Web Interface contents unavailable due to conflicting licenses.
oai:zbmath.org:6002228	zbMATH Open Web Interface contents unavailable due to conflicting licenses.	yao.bing;cheng.hui;yao.ming;zhang.zhongfu	zbMATH Open Web Interface contents unavailable due to conflicting licenses.	zbMATH Open Web Interface contents unavailable due to conflicting licenses.	05C15;05C05	zbMATH Open Web Interface contents unavailable due to conflicting licenses.	None	graph colorings;distinguishing colorings;trees	None	2011	zbMATH Open Web Interface contents unavailable due to conflicting licenses.;zbMATH Open Web Interface contents unavailable due to conflicting licenses.
oai:zbmath.org:6002229	zbMATH Open Web Interface contents unavailable due to conflicting licenses.	han.ming	zbMATH Open Web Interface contents unavailable due to conflicting licenses.	zbMATH Open Web Interface contents unavailable due to conflicting licenses.	62F15;62N05	zbMATH Open Web Interface contents unavailable due to conflicting licenses.	None	hierarchical Bayesian estimation	None	2011	zbMATH Open Web Interface contents unavailable due to conflicting licenses.;zbMATH Open Web Interface contents unavailable due to conflicting licenses.
oai:zbmath.org:6002230	zbMATH Open Web Interface contents unavailable due to conflicting licenses.	li.changmin;zhu.daoli	zbMATH Open Web Interface contents unavailable due to conflicting licenses.	zbMATH Open Web Interface contents unavailable due to conflicting licenses.	90C26	zbMATH Open Web Interface contents unavailable due to conflicting licenses.	None	non-concave bilevel programming problems;\(\varepsilon\)-error bound;\(\varepsilon\)-exact penalty;convergence	None	2011	zbMATH Open Web Interface contents unavailable due to conflicting licenses.;zbMATH Open Web Interface contents unavailable due to conflicting licenses.
oai:zbmath.org:6002231	zbMATH Open Web Interface contents unavailable due to conflicting licenses.	yao.qing-liu	zbMATH Open Web Interface contents unavailable due to conflicting licenses.	zbMATH Open Web Interface contents unavailable due to conflicting licenses.	34B18;34B16	zbMATH Open Web Interface contents unavailable due to conflicting licenses.	None	singular ordinary differential equation;periodic boundary value problem;positive solution;existence;multiplicity	None	2011	zbMATH Open Web Interface contents unavailable due to conflicting licenses.;zbMATH Open Web Interface contents unavailable due to conflicting licenses.
oai:zbmath.org:6002232	zbMATH Open Web Interface contents unavailable due to conflicting licenses.	liu.xinqiu;huang.yuanqiu;wang.jing.3;ouyang.zhangdong	zbMATH Open Web Interface contents unavailable due to conflicting licenses.	zbMATH Open Web Interface contents unavailable due to conflicting licenses.	05C10;05C30	zbMATH Open Web Interface contents unavailable due to conflicting licenses.	None	surface;genus;embedding;joint tree	None	2011	zbMATH Open Web Interface contents unavailable due to conflicting licenses.;zbMATH Open Web Interface contents unavailable due to conflicting licenses.
oai:zbmath.org:6002233	zbMATH Open Web Interface contents unavailable due to conflicting licenses.	liu.yu	zbMATH Open Web Interface contents unavailable due to conflicting licenses.	zbMATH Open Web Interface contents unavailable due to conflicting licenses.	35J10;42B20;42B30	zbMATH Open Web Interface contents unavailable due to conflicting licenses.	None	Schrödinger operators;reverse Hölder class	None	2011	zbMATH Open Web Interface contents unavailable due to conflicting licenses.;zbMATH Open Web Interface contents unavailable due to conflicting licenses.
oai:zbmath.org:6002234	zbMATH Open Web Interface contents unavailable due to conflicting licenses.	li.nian;li.shenhua	zbMATH Open Web Interface contents unavailable due to conflicting licenses.	zbMATH Open Web Interface contents unavailable due to conflicting licenses.	94A55;11T71	zbMATH Open Web Interface contents unavailable due to conflicting licenses.	None	finite field;\(m\) sequence;Walsh transform;crosscorrelation	None	2011	zbMATH Open Web Interface contents unavailable due to conflicting licenses.;zbMATH Open Web Interface contents unavailable due to conflicting licenses.
oai:zbmath.org:6002235	zbMATH Open Web Interface contents unavailable due to conflicting licenses.	li.honghai;li.jiongsheng;su.li	zbMATH Open Web Interface contents unavailable due to conflicting licenses.	zbMATH Open Web Interface contents unavailable due to conflicting licenses.	05C50;15A18	zbMATH Open Web Interface contents unavailable due to conflicting licenses.	None	sign pattern matrix;potentially nilpotent;spectrally arbitrary	None	2011	zbMATH Open Web Interface contents unavailable due to conflicting licenses.;zbMATH Open Web Interface contents unavailable due to conflicting licenses.
oai:zbmath.org:6002236	zbMATH Open Web Interface contents unavailable due to conflicting licenses.	wang.jinping	zbMATH Open Web Interface contents unavailable due to conflicting licenses.	zbMATH Open Web Interface contents unavailable due to conflicting licenses.	44A12;65R10	zbMATH Open Web Interface contents unavailable due to conflicting licenses.	None	exponential Radon transform;generalized transforms of Radon type;inversion formula;numerical inversion	None	2011	zbMATH Open Web Interface contents unavailable due to conflicting licenses.;zbMATH Open Web Interface contents unavailable due to conflicting licenses.
oai:zbmath.org:6002237	zbMATH Open Web Interface contents unavailable due to conflicting licenses.	yu.wuyang	zbMATH Open Web Interface contents unavailable due to conflicting licenses.	zbMATH Open Web Interface contents unavailable due to conflicting licenses.	52A40;52A38	zbMATH Open Web Interface contents unavailable due to conflicting licenses.	None	isotropic measure;\(p\)-surface area;\(L_p\)-projection bodies;\(p\)-isoperimetric inequality	None	2011	zbMATH Open Web Interface contents unavailable due to conflicting licenses.;zbMATH Open Web Interface contents unavailable due to conflicting licenses.
oai:zbmath.org:6002238	zbMATH Open Web Interface contents unavailable due to conflicting licenses.	yang.jie.5;qi.jiangang;jing.haibin	zbMATH Open Web Interface contents unavailable due to conflicting licenses.	zbMATH Open Web Interface contents unavailable due to conflicting licenses.	34C10;34B20	zbMATH Open Web Interface contents unavailable due to conflicting licenses.	None	Hamiltonian differential system;oscillation;deficiency index;limit-point case	None	2011	zbMATH Open Web Interface contents unavailable due to conflicting licenses.;zbMATH Open Web Interface contents unavailable due to conflicting licenses.
oai:zbmath.org:6002239	zbMATH Open Web Interface contents unavailable due to conflicting licenses.	cheng.dongming	zbMATH Open Web Interface contents unavailable due to conflicting licenses.	zbMATH Open Web Interface contents unavailable due to conflicting licenses.	16T05;16T10;16T15	zbMATH Open Web Interface contents unavailable due to conflicting licenses.	None	higher dimensional matrices;Hopf algebras;structure constants;coalgebras;bialgebras	None	2011	zbMATH Open Web Interface contents unavailable due to conflicting licenses.;zbMATH Open Web Interface contents unavailable due to conflicting licenses.
oai:zbmath.org:6002240	zbMATH Open Web Interface contents unavailable due to conflicting licenses.	liu.guojun;feng.xiangchu;zhang.weibin	zbMATH Open Web Interface contents unavailable due to conflicting licenses.	zbMATH Open Web Interface contents unavailable due to conflicting licenses.	42C15;42C40;42B35	zbMATH Open Web Interface contents unavailable due to conflicting licenses.	None	frame;structured admissible covering;ridgelet;curvelet	None	2011	zbMATH Open Web Interface contents unavailable due to conflicting licenses.;zbMATH Open Web Interface contents unavailable due to conflicting licenses.
oai:zbmath.org:6002241	zbMATH Open Web Interface contents unavailable due to conflicting licenses.	nan.jizhu;chen.yin	zbMATH Open Web Interface contents unavailable due to conflicting licenses.	zbMATH Open Web Interface contents unavailable due to conflicting licenses.	12F20;20G40	zbMATH Open Web Interface contents unavailable due to conflicting licenses.	None	invariant;finite field;matrix group	None	2011	zbMATH Open Web Interface contents unavailable due to conflicting licenses.;zbMATH Open Web Interface contents unavailable due to conflicting licenses.
oai:zbmath.org:6002242	zbMATH Open Web Interface contents unavailable due to conflicting licenses.	li.junmin	zbMATH Open Web Interface contents unavailable due to conflicting licenses.	zbMATH Open Web Interface contents unavailable due to conflicting licenses.	93C40;93C10	zbMATH Open Web Interface contents unavailable due to conflicting licenses.	None	nonlinearly parameterized systems;adaptive iterative learning control;time-varying parameters;time-varying delays;composite energy function	None	2011	zbMATH Open Web Interface contents unavailable due to conflicting licenses.;zbMATH Open Web Interface contents unavailable due to conflicting licenses.
oai:zbmath.org:6002243	zbMATH Open Web Interface contents unavailable due to conflicting licenses.	mo.ronghua;li.wen.1	zbMATH Open Web Interface contents unavailable due to conflicting licenses.	zbMATH Open Web Interface contents unavailable due to conflicting licenses.	65F18;65F35	zbMATH Open Web Interface contents unavailable due to conflicting licenses.	None	inverse eigenvalue problem;Hermitian matrix;skew-Hamiltonian matrix;submatrix constraint;best approximation;algorithm;numerical example	None	2011	zbMATH Open Web Interface contents unavailable due to conflicting licenses.;zbMATH Open Web Interface contents unavailable due to conflicting licenses.
oai:zbmath.org:6002244	zbMATH Open Web Interface contents unavailable due to conflicting licenses.	zou.du;li.deyi;xie.fengfan	zbMATH Open Web Interface contents unavailable due to conflicting licenses.	zbMATH Open Web Interface contents unavailable due to conflicting licenses.	53C65;60D05	zbMATH Open Web Interface contents unavailable due to conflicting licenses.	None	integral geometry;kinematic formula;containment measure	None	2011	zbMATH Open Web Interface contents unavailable due to conflicting licenses.;zbMATH Open Web Interface contents unavailable due to conflicting licenses.
oai:zbmath.org:6002245	zbMATH Open Web Interface contents unavailable due to conflicting licenses.	li.xiang.6;li.zhixiang	zbMATH Open Web Interface contents unavailable due to conflicting licenses.	zbMATH Open Web Interface contents unavailable due to conflicting licenses.	35B10;35B40;35B41;92D25	zbMATH Open Web Interface contents unavailable due to conflicting licenses.	None	non-local PDE;strong periodic solution;global attractivity	None	2011	zbMATH Open Web Interface contents unavailable due to conflicting licenses.;zbMATH Open Web Interface contents unavailable due to conflicting licenses.
oai:zbmath.org:6002246	zbMATH Open Web Interface contents unavailable due to conflicting licenses.	gao.xinghui;zhou.haiyun;gao.gailiang	zbMATH Open Web Interface contents unavailable due to conflicting licenses.	zbMATH Open Web Interface contents unavailable due to conflicting licenses.	47J25;47H05;47H09	zbMATH Open Web Interface contents unavailable due to conflicting licenses.	None	hybrid algorithms;equilibrium problem;quasi-\(\phi\)-nonexpansive mapping	None	2011	zbMATH Open Web Interface contents unavailable due to conflicting licenses.;zbMATH Open Web Interface contents unavailable due to conflicting licenses.
oai:zbmath.org:6002247	zbMATH Open Web Interface contents unavailable due to conflicting licenses.	zhang.yun;chen.dongjun;ye.yongsheng	zbMATH Open Web Interface contents unavailable due to conflicting licenses.	zbMATH Open Web Interface contents unavailable due to conflicting licenses.	47A05;47A67	zbMATH Open Web Interface contents unavailable due to conflicting licenses.	None	Drazin inverse;spectral projection	None	2011	zbMATH Open Web Interface contents unavailable due to conflicting licenses.;zbMATH Open Web Interface contents unavailable due to conflicting licenses.
oai:zbmath.org:6002248	zbMATH Open Web Interface contents unavailable due to conflicting licenses.	tang.fengqin;li.zehui;chen.jinyuan	zbMATH Open Web Interface contents unavailable due to conflicting licenses.	zbMATH Open Web Interface contents unavailable due to conflicting licenses.	60F10;91B30	zbMATH Open Web Interface contents unavailable due to conflicting licenses.	None	large deviations;risk process;shot noise process;heavy-tailed distribution	None	2011	zbMATH Open Web Interface contents unavailable due to conflicting licenses.;zbMATH Open Web Interface contents unavailable due to conflicting licenses.
oai:zbmath.org:6002249	zbMATH Open Web Interface contents unavailable due to conflicting licenses.	li.maoqin	zbMATH Open Web Interface contents unavailable due to conflicting licenses.	zbMATH Open Web Interface contents unavailable due to conflicting licenses.	90C29;90C08	zbMATH Open Web Interface contents unavailable due to conflicting licenses.	None	multiobjective optimization;efficiency;efficient solution set;data envelopment analysis	None	2011	zbMATH Open Web Interface contents unavailable due to conflicting licenses.;zbMATH Open Web Interface contents unavailable due to conflicting licenses.
oai:zbmath.org:6002250	zbMATH Open Web Interface contents unavailable due to conflicting licenses.	li.wenjuan	zbMATH Open Web Interface contents unavailable due to conflicting licenses.	zbMATH Open Web Interface contents unavailable due to conflicting licenses.	60F15	zbMATH Open Web Interface contents unavailable due to conflicting licenses.	None	backward stochastic differential equation;\(g\)-probability;laws of large numbers	None	2011	zbMATH Open Web Interface contents unavailable due to conflicting licenses.;zbMATH Open Web Interface contents unavailable due to conflicting licenses.
oai:zbmath.org:6002251	zbMATH Open Web Interface contents unavailable due to conflicting licenses.	an.jing;luo.zhendong	zbMATH Open Web Interface contents unavailable due to conflicting licenses.	zbMATH Open Web Interface contents unavailable due to conflicting licenses.	65M06;65M15;35K20;65M60	zbMATH Open Web Interface contents unavailable due to conflicting licenses.	None	solution space;singular value decomposition;finite difference scheme;error estimate;parabolic equation;a posteriori error;proper orthogonal decomposition (POD) bases;Galerkin projection method;numerical results	None	2011	zbMATH Open Web Interface contents unavailable due to conflicting licenses.;zbMATH Open Web Interface contents unavailable due to conflicting licenses.
oai:zbmath.org:6002252	zbMATH Open Web Interface contents unavailable due to conflicting licenses.	yan.xuefang;li.wenming	zbMATH Open Web Interface contents unavailable due to conflicting licenses.	zbMATH Open Web Interface contents unavailable due to conflicting licenses.	42B20;42B25	zbMATH Open Web Interface contents unavailable due to conflicting licenses.	None	generalized fractional integral operator;commutator;Hörmander condition;weighted inequality;maximal functions	None	2011	zbMATH Open Web Interface contents unavailable due to conflicting licenses.;zbMATH Open Web Interface contents unavailable due to conflicting licenses.
oai:zbmath.org:6002253	zbMATH Open Web Interface contents unavailable due to conflicting licenses.	wang.jian.2	zbMATH Open Web Interface contents unavailable due to conflicting licenses.	zbMATH Open Web Interface contents unavailable due to conflicting licenses.	60J25;60J75	zbMATH Open Web Interface contents unavailable due to conflicting licenses.	None	Lyapunov drift conditions;functional inequalities;ergodic;jump processes	None	2011	zbMATH Open Web Interface contents unavailable due to conflicting licenses.;zbMATH Open Web Interface contents unavailable due to conflicting licenses.
oai:zbmath.org:6002254	zbMATH Open Web Interface contents unavailable due to conflicting licenses.	gui.yongxin;li.wenxia	zbMATH Open Web Interface contents unavailable due to conflicting licenses.	zbMATH Open Web Interface contents unavailable due to conflicting licenses.	28A80;28A78	zbMATH Open Web Interface contents unavailable due to conflicting licenses.	None	Hausdorff dimension;packing dimension;self-affine set;regular set	None	2011	zbMATH Open Web Interface contents unavailable due to conflicting licenses.;zbMATH Open Web Interface contents unavailable due to conflicting licenses.
oai:zbmath.org:6002255	zbMATH Open Web Interface contents unavailable due to conflicting licenses.	suyalatu.;wudunqiqige.;bao.laiyou	zbMATH Open Web Interface contents unavailable due to conflicting licenses.	zbMATH Open Web Interface contents unavailable due to conflicting licenses.	46B20;46B10	zbMATH Open Web Interface contents unavailable due to conflicting licenses.	None	\(k\) uniformly smooth space;\(k\) nearly uniformly smooth space;\(\omega\) nearly uniformly smooth space;fully \(k\) smooth space;Banach space	None	2011	zbMATH Open Web Interface contents unavailable due to conflicting licenses.;zbMATH Open Web Interface contents unavailable due to conflicting licenses.
oai:zbmath.org:6002256	zbMATH Open Web Interface contents unavailable due to conflicting licenses.	xu.guanlei;wang.xiaotong.1;xu.xiaogang	zbMATH Open Web Interface contents unavailable due to conflicting licenses.	zbMATH Open Web Interface contents unavailable due to conflicting licenses.	42B05;44A15	zbMATH Open Web Interface contents unavailable due to conflicting licenses.	None	fractional Fourier transform;generalized Hilbert transform;analytic signal;Bedrosian's principle	None	2011	zbMATH Open Web Interface contents unavailable due to conflicting licenses.;zbMATH Open Web Interface contents unavailable due to conflicting licenses.
oai:zbmath.org:6002257	zbMATH Open Web Interface contents unavailable due to conflicting licenses.	jin.shan;lu.shiping	zbMATH Open Web Interface contents unavailable due to conflicting licenses.	zbMATH Open Web Interface contents unavailable due to conflicting licenses.	34B10;47N20	zbMATH Open Web Interface contents unavailable due to conflicting licenses.	None	fourth-order boundary value problem;\(p\)-Laplace equation;coincidence degree	None	2011	zbMATH Open Web Interface contents unavailable due to conflicting licenses.;zbMATH Open Web Interface contents unavailable due to conflicting licenses.
oai:zbmath.org:6002258	zbMATH Open Web Interface contents unavailable due to conflicting licenses.	zhang.jianfeng.1	zbMATH Open Web Interface contents unavailable due to conflicting licenses.	zbMATH Open Web Interface contents unavailable due to conflicting licenses.	53C60	zbMATH Open Web Interface contents unavailable due to conflicting licenses.	None	Finsler manifolds;projectively flat;conformal transformation	None	2011	zbMATH Open Web Interface contents unavailable due to conflicting licenses.;zbMATH Open Web Interface contents unavailable due to conflicting licenses.
oai:zbmath.org:6002259	zbMATH Open Web Interface contents unavailable due to conflicting licenses.	wang.baoqin;zeng.hui	zbMATH Open Web Interface contents unavailable due to conflicting licenses.	zbMATH Open Web Interface contents unavailable due to conflicting licenses.	53D05	zbMATH Open Web Interface contents unavailable due to conflicting licenses.	None	symplectic supermanifold;cotangent supermanifold;symplectic vector field	None	2011	zbMATH Open Web Interface contents unavailable due to conflicting licenses.;zbMATH Open Web Interface contents unavailable due to conflicting licenses.
oai:zbmath.org:6002260	Yu, Jiarong	yu.jiarong	Further applications of polar coordinates in \(\mathbb C^n\)	Acta Math. Sci., Ser. B, Engl. Ed. 31, No. 1, 1-7 (2011).	32A05;32A10;30B20	English	None	polar coordinates;multiple power series;holomorphic functions	10.1016/S0252-9602(11)60201-4	2011	Springer Nature Switzerland, Basel; Science Press, Beijing;Acta Mathematica Scientia. Series B. (English Edition)
oai:zbmath.org:6002261	Wang, Kaiyong; Wang, Yuebao; Yin, Chuancun	wang.kaiyong;wang.yuebao;yin.chuancun	Equivalent conditions of local asymptotics for the overshoot of a random walk with heavy-tailed increments	Acta Math. Sci., Ser. B, Engl. Ed. 31, No. 1, 109-116 (2011).	60K05;60K10;60K30	English	None	equivalent conditions;asymptotics;random walk;renewal equation	10.1016/S0252-9602(11)60213-0	2011	Springer Nature Switzerland, Basel; Science Press, Beijing;Acta Mathematica Scientia. Series B. (English Edition)
oai:zbmath.org:6002262	Hou, Yumei; Liu, Wenyuan; Zhang, Qiang; Wu, Fengqing	hou.yumei;liu.wenyuan;zhang.qiang.4;wu.fengqing	A production inventory system with random supply interruptions statue and random lead times	Acta Math. Sci., Ser. B, Engl. Ed. 31, No. 1, 117-133 (2011).	90B05	English	None	Markov processes;inventory theory;supply chain management;PH distribution;order-up-to policy	10.1016/S0252-9602(11)60214-2	2011	Springer Nature Switzerland, Basel; Science Press, Beijing;Acta Mathematica Scientia. Series B. (English Edition)
oai:zbmath.org:6002263	Tripathy, Binod Chandra; Sarma, Bipul	tripathy.binod-chandra;sarma.bipul	Some double sequence spaces of fuzzy numbers defined by Orlicz functions	Acta Math. Sci., Ser. B, Engl. Ed. 31, No. 1, 134-140 (2011).	46A45;40A05;40B05;26E50	English	None	Orlicz function;completeness;seminorm;regular convergence;solid space;symmetric space	10.1016/S0252-9602(11)60215-4	2011	Springer Nature Switzerland, Basel; Science Press, Beijing;Acta Mathematica Scientia. Series B. (English Edition)
oai:zbmath.org:6002264	Sandıkçı, Ayşe; Gürkanlı, A. Turan	sandikci.ayse;gurkanli.ahmet-turan	Gabor analysis of the spaces \(M (p,q,w) (\mathbb R^d)\) and \(S (p,q,r,w,\omega) (\mathbb R^d)\)	Acta Math. Sci., Ser. B, Engl. Ed. 31, No. 1, 141-158 (2011).	43A15;46E30;46B50	English	None	Gabor transform;weighted Lorentz space;multiplier	10.1016/S0252-9602(11)60216-6	2011	Springer Nature Switzerland, Basel; Science Press, Beijing;Acta Mathematica Scientia. Series B. (English Edition)
oai:zbmath.org:6002265	Xu, Guixiang; Yuan, Jia	xu.guixiang;yuan.jia	The interaction Morawetz estimate and a simplified proof on the energy scattering for Hartree equations	Acta Math. Sci., Ser. B, Engl. Ed. 31, No. 1, 15-21 (2011).	35P25;35B40;35Q40;81U99	English	None	scattering theory;Hartree equation;wave operators;asymptotic completeness	10.1016/S0252-9602(11)60203-8	2011	Springer Nature Switzerland, Basel; Science Press, Beijing;Acta Mathematica Scientia. Series B. (English Edition)
oai:zbmath.org:6002266	Yue, Yun; Sheng, Weimin	yue.yun;sheng.weimin	Deforming metrics with positive curvature by a fully nonlinear flow	Acta Math. Sci., Ser. B, Engl. Ed. 31, No. 1, 159-171 (2011).	53C21	English	None	fully nonlinear flow;conformal metrics;Schouten tensor	10.1016/S0252-9602(11)60217-8	2011	Springer Nature Switzerland, Basel; Science Press, Beijing;Acta Mathematica Scientia. Series B. (English Edition)
oai:zbmath.org:6002267	Yıldırım, Handan; Yüce, Salim; Kuruoğlu, Nuri	yildirim.handan;yuce.salim;kuruoglu.nuri	Holditch theorem for the closed space curves in Lorentzian 3-space	Acta Math. Sci., Ser. B, Engl. Ed. 31, No. 1, 172-180 (2011).	53A17;53B30;53B50	English	None	Lorentzian matrix multiplication;Lorentzian motion;Holditch theorem;orthogonal projection area	10.1016/S0252-9602(11)60218-X	2011	Springer Nature Switzerland, Basel; Science Press, Beijing;Acta Mathematica Scientia. Series B. (English Edition)
oai:zbmath.org:6002268	Yang, Fen; Zhang, Dandan	yang.fen;zhang.dandan	Separation property of positive radial solutions for a general semilinear elliptic equation	Acta Math. Sci., Ser. B, Engl. Ed. 31, No. 1, 181-193 (2011).	35J20;35J61;35J65	English	None	asymptotic behavior;separation property;semilinear elliptic equation	10.1016/S0252-9602(11)60219-1	2011	Springer Nature Switzerland, Basel; Science Press, Beijing;Acta Mathematica Scientia. Series B. (English Edition)
oai:zbmath.org:6002269	Chen, Shengjiang; Lin, Weichuan	chen.shengjiang;lin.weichuan	On uniqueness of meromorphic functions with shared-sets in an angular domain	Acta Math. Sci., Ser. B, Engl. Ed. 31, No. 1, 194-206 (2011).	30D35	English	None	shared set;meromorphic function;angular domain;infinite order	10.1016/S0252-9602(11)60220-8	2011	Springer Nature Switzerland, Basel; Science Press, Beijing;Acta Mathematica Scientia. Series B. (English Edition)
oai:zbmath.org:6002270	Yan, Hangyu	yan.hangyu	Absolutely \(E\)-pure modules and \(E\)-pure split modules.	Acta Math. Sci., Ser. B, Engl. Ed. 31, No. 1, 207-220 (2011).	16D40;16D50	English	None	absolutely pure modules;pure split modules;IF-rings;copure flat modules;pure exact sequences;left injective modules	10.1016/S0252-9602(11)60221-X	2011	Springer Nature Switzerland, Basel; Science Press, Beijing;Acta Mathematica Scientia. Series B. (English Edition)
oai:zbmath.org:6002271	Guo, Wenbin; Tang, Na; Li, Baojun	guo.wenbin.1;tang.na;li.baojun	On \(\mathfrak F\)-\(z\)-supplemented subgroups of finite groups.	Acta Math. Sci., Ser. B, Engl. Ed. 31, No. 1, 22-28 (2011).	20D10;20D40;20D15;20D20	English	None	finite groups;local formations;supplemented subgroups;supersoluble groups;\(p\)-nilpotent groups	10.1016/S0252-9602(11)60204-X	2011	Springer Nature Switzerland, Basel; Science Press, Beijing;Acta Mathematica Scientia. Series B. (English Edition)
oai:zbmath.org:6002272	Hou, Zhenting; Tong, Jinying; Shi, Dinghua	hou.zhenting;tong.jinying;shi.dinghua	Markov chain-based analysis of the degree distribution for a growing network	Acta Math. Sci., Ser. B, Engl. Ed. 31, No. 1, 221-228 (2011).	05C80;60C05	English	https://arxiv.org/abs/0805.4765	growing networks;preferential attachment;power law	10.1016/S0252-9602(11)60222-1	2011	Springer Nature Switzerland, Basel; Science Press, Beijing;Acta Mathematica Scientia. Series B. (English Edition)
oai:zbmath.org:6002273	Ayhan, Esi; Mehmet, Açikgöz	ayhan.esi;mehmet.acikgoz	Some classes of difference sequences of fuzzy numbers defined by a sequence of moduli	Acta Math. Sci., Ser. B, Engl. Ed. 31, No. 1, 229-236 (2011).	46A45;40A05;26E50	English	None	fuzzy numbers;para-norm;difference sequences;modulus function	10.1016/S0252-9602(11)60223-3	2011	Springer Nature Switzerland, Basel; Science Press, Beijing;Acta Mathematica Scientia. Series B. (English Edition)
oai:zbmath.org:6002274	Jiao, Xiaoxiang; Peng, Jiagui	jiao.xiaoxiang;peng.jiagui	On holomorphic curves of constant curvature in the complex Grassmann manifold \(G (2,5)\)	Acta Math. Sci., Ser. B, Engl. Ed. 31, No. 1, 237-248 (2011).	53C42;53C55	English	None	Gauss curvature;holomorphic curve;complex Grassmann manifold	10.1016/S0252-9602(11)60224-5	2011	Springer Nature Switzerland, Basel; Science Press, Beijing;Acta Mathematica Scientia. Series B. (English Edition)
oai:zbmath.org:6002275	Qin, Yuming; Liu, Xin; Deng, Shuxian	qin.yuming;liu.xin.5;deng.shuxian	Decay of energy for a dissipative anisotropic elastic system	Acta Math. Sci., Ser. B, Engl. Ed. 31, No. 1, 249-258 (2011).	35L55;74B99	English	None	elastic system;anisotropic;decay of energy	10.1016/S0252-9602(11)60225-7	2011	Springer Nature Switzerland, Basel; Science Press, Beijing;Acta Mathematica Scientia. Series B. (English Edition)
oai:zbmath.org:6002276	Asadi-Golmankhaneh, Mohammad A.	asadi-golmankhaneh.mohammad-ali	Multiple points of immersions of \(M^6\looparrowright \mathbb R^7\)	Acta Math. Sci., Ser. B, Engl. Ed. 31, No. 1, 259-267 (2011).	57R42;55R40;55Q25;57R75	English	None	immersion;Hurewicz homomorphism;spherical classes;Stiefel-Whitney number	10.1016/S0252-9602(11)60226-9	2011	Springer Nature Switzerland, Basel; Science Press, Beijing;Acta Mathematica Scientia. Series B. (English Edition)
oai:zbmath.org:6002277	Chen, Lihong; Liu, Peide	None	Boundedness of dyadic derivative and Cesàro mean operator on some \(B\)-valued martingale spaces	Acta Math. Sci., Ser. B, Engl. Ed. 31, No. 1, 268-280 (2011).	60G42;43A17	English	None	\(B\)-valued martingale;martingale space;dyadic derivative;dyadic integral	10.1016/S0252-9602(11)60227-0	2011	Springer Nature Switzerland, Basel; Science Press, Beijing;Acta Mathematica Scientia. Series B. (English Edition)
oai:zbmath.org:6002278	Yuan, Chengjun; Wen, Xiangdan; Jiang, Daqing	yuan.chengjun;wen.xiangdan;jiang.daqing	Existence and uniqueness of positive solutions for nonlinear singular \(2m\)th-order continuous and discrete Lidstone boundary value problems	Acta Math. Sci., Ser. B, Engl. Ed. 31, No. 1, 281-291 (2011).	34B15;34B16;39A10;47N20;34B18	English	None	mixed monotone operator;fixed point theorem;boundary value problems	10.1016/S0252-9602(11)60228-2	2011	Springer Nature Switzerland, Basel; Science Press, Beijing;Acta Mathematica Scientia. Series B. (English Edition)
oai:zbmath.org:6002279	Li, Yuhua; Liang, Zhanping	li.yuhua;liang.zhanping	Two positive solutions to a three-point singular boundary value problem	Acta Math. Sci., Ser. B, Engl. Ed. 31, No. 1, 29-38 (2011).	34B16;34B09;34B10;34B18;47N20	English	None	three-point singular boundary value problem;positive solutions;fixed point index	10.1016/S0252-9602(11)60234-8	2011	Springer Nature Switzerland, Basel; Science Press, Beijing;Acta Mathematica Scientia. Series B. (English Edition)
oai:zbmath.org:6002280	Xu, Lifang; Deng, Fangwen	xu.lifang;deng.fangwen	Composition operators between some weighted Hardy spaces	Acta Math. Sci., Ser. B, Engl. Ed. 31, No. 1, 292-302 (2011).	32A35;47B33	English	None	composition operator;weighted Hardy space	10.1016/S0252-9602(11)60229-4	2011	Springer Nature Switzerland, Basel; Science Press, Beijing;Acta Mathematica Scientia. Series B. (English Edition)
oai:zbmath.org:6002281	Xie, Fengfan; Li, Deyi	xie.fengfan;li.deyi	On generalized Buffon needle problem for lattices	Acta Math. Sci., Ser. B, Engl. Ed. 31, No. 1, 303-308 (2011).	53C65;52A22	English	None	geometric probability;integral geometry;Buffon problem;lattice of regions;kinematic measure	10.1016/S0252-9602(11)60230-0	2011	Springer Nature Switzerland, Basel; Science Press, Beijing;Acta Mathematica Scientia. Series B. (English Edition)
oai:zbmath.org:6002282	Wang, Peihe; Shen, Chunli	wang.peihe;shen.chunli	A differentiable sphere theorem with pinching integral Ricci curvature	Acta Math. Sci., Ser. B, Engl. Ed. 31, No. 1, 321-330 (2011).	53C20;53C23;53C24	English	None	Ricci curvature;Hausdorff convergence;differentiable sphere theorem;harmonic coordinate;integral Ricci curvature	10.1016/S0252-9602(11)60232-4	2011	Springer Nature Switzerland, Basel; Science Press, Beijing;Acta Mathematica Scientia. Series B. (English Edition)
